	GSM8268694	GSM8268695	GSM8268696	GSM8268707	GSM8268708	GSM8268709
1535	817	911	785	690	60	1866
4597	259	320	321	327	25	923
197187	36	39	44	49	6	142
333929	12	5	10	17	0	54
115992	328	380	331	286	28	795
348180	280	325	304	124	12	445
9780	5836	6800	6136	3580	281	9960
100289580	297	273	267	172	11	477
81620	997	1084	1116	582	48	1801
353	680	688	700	357	23	973
2588	612	730	736	457	35	1325
107987238	18	21	18	12	1	43
107983950	20	17	24	18	3	49
51693	421	361	423	236	16	635
197322	297	318	356	227	21	713
197320	672	731	668	259	18	717
105371413	10	6	18	10	0	9
29123	4666	5530	5839	2716	206	7913
105371414	113	121	144	79	7	228
100287036	16	11	9	3	2	17
101930112	26	17	23	15	2	39
6687	1502	1813	1779	931	62	2873
6137	9255	10353	9935	5490	437	14032
606500	17	28	22	6	0	19
27132	509	569	548	196	15	516
5119	1428	1666	1493	959	72	2581
124045	245	279	275	148	16	533
105371416	33	38	32	19	0	48
8558	809	896	849	703	54	1776
124044	94	109	75	68	2	169
9605	330	401	320	237	18	622
100128881	304	334	275	111	8	305
92822	847	977	951	578	54	1685
2175	1930	2246	2118	1397	117	3754
84501	68	80	96	98	5	332
107984817	11	23	36	15	1	85
22980	1837	2168	2129	1284	99	3843
4157	139	142	162	115	9	320
10381	1815	2088	1943	951	72	2613
54849	705	815	769	447	43	1255
92806	164	192	192	160	10	365
172	648	783	703	385	30	1027
79007	436	496	460	337	22	848
2622	210	260	259	179	13	604
750	7	16	22	3	0	29
100130015	42	84	69	57	2	180
105376781	42	56	38	40	3	114
101927999	20	36	35	20	1	72
105371423	11	17	17	15	1	35
102723753	20	22	20	17	2	44
105377826	43	52	47	40	2	103
101929823	27	30	26	21	1	65
9501	27	24	22	21	4	50
105371430	14	27	21	13	2	40
400566	42	76	54	40	5	119
359845	4268	5137	4459	1240	106	3537
55275	1472	1816	1705	789	59	2486
79850	559	741	728	256	19	663
50628	1358	1526	1524	657	53	1859
100131454	25	21	37	10	0	26
51031	1296	1439	1327	676	72	1950
55178	409	487	431	219	18	581
64359	1768	2154	1972	917	77	2532
29928	589	699	594	275	23	823
29	1935	2344	1981	1677	131	4554
112268190	43	69	65	54	1	155
105371481	58	51	63	35	7	138
105371480	38	39	33	22	3	69
107984980	20	8	13	2	0	13
7531	22620	27902	24859	10547	997	30589
1398	3365	4267	3710	1722	156	4690
4641	7402	8550	7960	3922	321	10938
105371483	13	15	15	6	0	18
51763	553	724	628	461	35	1264
100306951	51	68	63	39	5	117
5306	2572	3032	2848	1482	126	3840
124935	342	334	310	310	9	794
8578	11	8	7	15	1	39
83547	61	50	60	39	6	140
10594	21985	26123	23942	13573	1046	35962
727910	235	301	307	279	27	874
84981	1426	1741	1500	482	42	1119
407004	33	33	29	9	2	25
124997	826	892	920	623	56	1843
5176	125	138	128	122	16	337
114826	927	1064	1041	731	80	2130
6117	7029	8847	7692	4664	446	12462
146760	10	24	21	12	0	19
1801	969	1129	1098	529	37	1387
124641	436	488	487	209	19	595
3090	896	929	972	640	45	1763
23293	1907	2339	2157	1363	97	3879
107984988	18	28	27	10	1	43
101927839	22	7	19	11	0	28
63826	2250	2757	2345	999	102	2730
55720	6866	8278	7292	2497	229	6791
692208	12	12	15	3	0	8
9905	2445	2846	2785	2496	170	6954
101927864	532	672	599	535	34	1470
4335	931	1076	1021	669	50	1980
284009	49	33	23	18	2	80
79066	3088	3842	3348	1735	124	4543
5048	15800	20156	17120	8089	661	20719
105371490	94	83	70	24	2	89
23277	6188	7225	6742	2578	209	6845
23108	1831	2157	2024	781	60	2059
101927911	109	114	104	35	4	90
162514	87	121	121	107	9	313
7442	419	497	472	388	33	1140
23729	1121	1268	1236	719	50	2027
1497	1385	1697	1551	1036	83	2700
105371493	53	77	52	58	6	182
105371492	199	232	185	187	16	600
100533970	2935	3429	3113	1634	133	4432
30851	2254	2616	2397	1259	97	3381
83460	591	661	581	345	30	957
5026	159	199	192	64	6	170
3682	1142	1392	1255	681	58	1820
83903	1315	1543	1349	718	54	1982
55421	6826	8504	7323	3937	338	10701
84254	835	951	915	301	29	942
489	350	463	378	396	22	1064
23140	5272	6907	5879	3342	252	9025
124936	310	315	345	356	38	1036
51479	8641	10759	9370	6002	492	15515
7326	6782	8934	7492	3040	300	7806
124976	201	213	212	66	10	193
10514	5508	6583	6244	1953	137	5364
27043	4592	5029	4699	2569	201	7554
101559451	14	12	10	4	0	19
409	1523	1840	1715	1317	105	3592
400569	457	468	429	292	25	801
58191	289	327	288	266	24	606
84225	13	6	11	20	3	62
388323	15	23	19	16	1	32
5694	4283	5118	4817	2740	246	7568
5338	1304	1505	1374	1110	76	3172
50488	4391	4707	4540	3734	301	10891
1145	114	87	109	85	8	279
100130311	12	16	16	35	2	73
2811	103	98	99	76	8	329
8402	2404	2779	2482	1510	131	4097
26001	4764	5583	5137	2640	204	6986
5216	33757	38722	37650	17666	1754	53389
2027	77	115	69	112	9	323
9552	1974	2268	2239	1165	95	3552
23125	2503	2941	2735	1610	107	4206
101927979	151	152	153	114	10	318
388324	78	91	89	60	6	182
10749	13559	15253	14658	5968	480	16364
102724009	619	763	714	276	19	770
105371502	31	34	41	25	1	61
105371501	9	6	16	26	1	55
55065	14	12	15	30	1	81
124961	206	285	251	220	23	543
7775	547	707	597	430	34	1212
101928000	86	115	106	62	4	129
9098	43	45	41	32	2	82
84622	1089	1477	1299	833	63	2169
100130950	55	73	56	65	4	191
388325	57	55	64	45	5	147
9135	9927	12794	10952	4968	425	12728
105371505	26	15	43	15	1	61
4927	5913	7520	6439	2726	237	7074
84268	3053	3875	3793	1637	149	4827
708	10268	12533	11146	3561	315	9396
56919	5518	6618	6040	2037	182	5498
51009	3559	4559	3935	1699	156	4486
79003	2321	3318	2788	1579	154	4058
728392	2336	2565	2274	1144	73	3203
22861	615	828	674	556	55	1575
23302	77	96	79	80	5	236
107985017	308	376	371	235	19	681
54478	1835	2144	2031	1407	121	3429
83394	2244	2652	2377	1355	93	3534
9851	2416	3244	2828	1553	117	4134
84817	1667	2032	1881	871	82	2332
51003	579	813	671	413	28	1011
388327	61	72	65	79	8	216
100506713	59	42	57	26	5	112
239	241	295	270	178	15	494
100529209	2077	2308	2228	1317	113	3532
440400	1735	1914	1817	1064	95	2864
124944	378	423	450	264	23	748
100506755	237	289	282	164	17	468
201232	75	123	86	157	13	381
432	48	46	50	36	4	166
1742	2094	2409	2301	1753	175	5774
37	13449	15303	14447	8959	739	25803
442898	60	71	64	47	6	136
1856	2781	3113	2870	2312	165	6366
79142	2667	2777	2680	1455	109	3823
11337	5277	6183	5745	3741	323	9937
23399	5791	6305	5783	2756	211	7414
23587	2021	2163	2095	1270	118	3590
1366	43	58	41	87	8	147
6517	12	6	5	14	1	15
1984	39761	46205	41892	15870	1521	43599
2874	2943	3526	3266	1922	166	5584
84461	1855	2167	2067	1508	115	4226
9744	317	345	325	224	21	616
147040	282	305	277	189	19	520
8711	204	278	223	198	20	549
100529211	1147	1314	1206	634	55	1668
57048	1061	1193	1110	543	50	1419
254863	314	373	326	281	26	767
57555	5057	5432	5293	4756	372	13688
374768	14	8	15	6	0	25
284114	69	98	70	117	6	293
2256	566	759	555	471	45	1350
1140	278	414	379	402	34	1061
57659	4016	4671	4381	3291	237	8631
643664	29	24	30	13	1	51
5430	21638	25704	22765	15587	1272	43250
407977	166	172	147	133	6	362
8742	305	350	321	238	16	600
8741	100	109	101	93	4	272
26168	2940	3554	3214	1442	120	3843
100533955	33668	41436	37275	12115	1052	32261
1973	31202	38510	34566	10928	952	28864
652965	75	111	67	26	2	64
652966	100	143	123	54	1	107
26781	242	245	237	68	7	206
968	1627	1805	1739	867	75	2155
100996842	418	456	421	280	21	708
9526	3220	3844	3571	1689	151	4237
6665	132	143	138	86	10	248
9513	5247	5718	5216	2816	228	7412
6462	20	35	26	20	0	69
112483	1034	1211	1150	821	76	2206
482	54	79	67	86	8	229
7157	3858	4663	4261	3605	323	10007
55135	1752	2066	1943	1216	94	3145
1949	556	648	558	772	59	1983
146754	5	10	8	14	1	50
23135	1311	1449	1374	711	57	2069
107987244	79	110	99	39	7	139
92162	11	22	19	15	1	25
84316	895	857	941	792	57	2098
124637	2212	2658	2435	1011	116	2822
1107	15360	17523	16033	10674	951	30721
677763	10	17	2	4	0	16
284023	89	125	112	95	6	280
9196	477	529	491	621	46	1702
58485	2306	2626	2421	1440	160	4191
116840	3026	3598	3308	2323	198	6541
105371517	11	14	18	12	1	26
3000	10	11	8	18	1	29
84667	14	13	8	18	1	85
5187	973	1145	1013	746	52	2093
6844	1815	2166	1950	1269	111	3350
84314	488	544	529	444	37	1209
727676	27	51	49	30	5	91
105371520	35	36	30	25	1	73
54785	189	187	221	191	16	502
9212	4229	4866	4711	2453	223	6946
284029	9	14	19	58	0	139
80169	972	1197	1026	1133	84	3172
100189393	4	11	12	15	1	49
5198	5324	6186	5714	2634	220	6976
399512	580	674	641	529	48	1437
29098	341	409	381	248	18	675
100128288	79	116	88	89	8	238
124751	331	351	400	320	37	1015
6154	23347	27508	24204	10535	1084	28741
81565	2983	3566	3176	1501	119	4195
4628	15255	18522	16614	10946	875	29433
107987245	595	756	662	352	33	984
112268195	302	356	348	217	18	799
102724262	244	331	291	182	12	420
9423	78	102	97	64	9	226
105371532	22	26	26	12	4	32
105371531	23	17	25	4	0	34
9482	822	989	969	499	56	1352
124739	126	145	136	74	2	167
9340	25	34	42	46	6	172
8522	448	480	433	793	61	2333
4621	233	287	280	139	17	365
6341	3364	4628	3988	1797	154	4748
56985	276	411	307	151	11	413
388335	306	366	304	178	16	427
100506898	23	43	34	18	1	58
101101775	17	19	17	9	1	45
7566	323	394	338	211	19	537
6416	3388	4392	3595	1585	131	3743
93649	265	316	298	41	2	101
100128006	25	24	31	7	1	7
9912	278	334	328	195	7	509
60528	6911	8397	7733	3364	324	9215
9955	1997	2428	2406	912	82	2528
94158	20	31	26	10	0	60
100874058	445	565	454	358	36	1042
1352	1022	1219	1014	447	38	1240
146822	17	13	21	14	0	47
9953	1887	2290	2035	1127	93	3131
84815	505	592	541	165	14	427
5376	3670	4748	4253	2176	196	5958
100533496	256	338	297	206	16	574
284040	102	108	104	102	8	288
201158	774	1136	946	493	52	1395
374286	16	13	17	16	1	30
10626	715	940	830	566	44	1455
57335	2279	2876	2419	1195	98	3209
4213	775	807	729	633	57	1608
136	1419	1647	1705	700	62	1742
125150	761	805	845	395	43	1182
54902	3186	4056	3366	1489	150	4213
9611	13313	16969	15598	8063	739	23346
9487	1967	2294	2072	865	81	2393
201161	1716	1952	1709	700	53	1838
7314	42217	50294	47219	23061	2118	66692
51393	23	21	37	52	4	116
125144	11282	13997	13124	5681	525	15225
692087	549	670	625	259	27	745
26800	142	178	189	66	6	188
692106	138	215	181	34	3	101
388341	2689	3238	2921	1447	156	3674
105371554	41	45	45	28	2	76
57336	473	576	503	358	40	942
57547	425	528	417	249	30	674
9720	95	151	111	76	5	175
162632	88	83	72	35	4	90
23164	23077	27665	25622	12558	997	35046
201164	264	338	307	51	4	128
201163	2473	2986	2664	1453	125	4043
8533	8202	10624	8772	3614	325	9240
56953	58	71	48	72	4	178
55090	728	875	782	487	41	1406
51655	30	20	26	25	1	53
10400	599	692	626	361	24	920
10743	2791	3292	3203	2570	212	7448
6720	1768	2124	1938	2334	181	6159
146691	2800	3539	3141	2066	165	6127
83450	226	252	250	158	7	500
107984989	14	11	14	13	1	40
91647	712	858	752	442	51	1414
79018	1038	1175	986	887	71	2321
1819	1781	2099	1999	1076	76	2928
105371566	92	116	120	62	4	171
51168	24	27	37	22	2	112
54890	10198	12764	11580	5589	448	15305
3996	5342	6626	6208	4934	352	13230
2314	19161	22183	20987	9457	794	26524
125170	650	808	736	519	38	1377
7156	6274	7558	7286	3583	249	10294
140775	5301	6497	5762	3297	236	8936
6470	2866	3410	3088	2945	232	7518
400579	69	84	81	54	2	182
220594	32	30	26	20	2	64
284047	52	54	42	36	4	102
729288	712	980	918	434	29	1100
2310	1382	1984	1663	668	57	1952
147166	505	560	551	425	36	1147
51030	3031	3872	3345	1579	158	4261
5636	2925	3621	3184	1686	162	4249
125206	435	503	508	151	9	442
644815	5567	6333	5987	1757	117	4607
26851	59	93	70	29	3	77
780852	53	90	79	25	3	80
780854	55	88	91	28	2	59
400581	12	10	10	6	1	26
780851	636	798	609	377	64	1167
780853	52	83	69	23	0	50
22905	2944	3544	3141	2231	168	6059
100874309	6	14	25	16	1	29
100874018	45	39	52	18	2	78
27077	1552	1829	1591	1251	108	3137
105371573	13	14	14	15	0	38
5598	2477	2731	2608	1577	114	4385
4239	903	1062	1023	1437	143	3740
7732	56	67	70	139	13	506
55244	50	60	62	69	5	173
224	3550	4321	3613	2682	239	7117
146802	16	18	24	22	1	83
218	5	19	12	11	2	42
9706	1595	2168	1768	1282	136	3337
11216	3061	4117	3544	2093	196	5639
92521	5548	7253	6394	3310	253	9182
348254	82	92	103	91	9	238
347716	340	483	465	368	34	1016
100996259	23	35	20	17	1	52
100996294	23	36	29	31	1	73
440416	42	23	25	4	1	17
23326	27298	33264	30401	16001	1235	44023
25979	651	739	739	425	39	1105
8834	1739	2037	1855	830	75	2244
107984969	81	85	79	32	2	116
256302	680	809	699	1006	71	2711
5606	4318	4956	4614	1539	120	3815
3768	163	210	186	168	16	472
339263	2643	3341	2889	1226	105	3250
23666	100	140	112	46	9	149
26118	6148	8374	6554	4440	421	11113
8844	1701	2059	1958	1956	143	5489
3965	72	81	80	96	10	241
201229	17	21	23	26	0	65
105371709	45	36	44	33	3	100
51701	906	1116	939	669	70	1652
102724517	66	66	64	29	1	72
105371711	5	13	20	5	0	14
23615	15	14	15	8	0	35
101926984	3	16	10	2	0	15
27346	2308	2879	2497	1504	127	3768
90410	492	636	548	382	30	1000
7126	3023	3831	3501	1900	175	4912
26073	5904	7060	6588	2953	285	8020
147007	1241	1618	1374	646	69	1719
7448	12	23	23	11	0	42
23098	821	946	909	459	34	1268
113235	495	613	527	312	23	892
9094	730	852	797	594	66	1480
94005	2130	2449	2309	1601	144	4159
230	214	262	253	228	15	599
10615	8458	10639	9706	5635	469	15306
100506436	749	967	874	421	29	1128
124923	852	1087	1008	480	47	1205
9703	13258	16053	14465	7508	564	19825
6388	1001	1233	1231	770	57	2045
6830	10279	11714	11266	6161	520	18138
147011	55	80	79	78	7	243
83871	3602	4135	3899	2234	199	6225
6147	18442	22658	21225	10069	874	26081
26808	14	18	25	6	0	24
26773	44	60	61	32	2	54
26809	10	10	16	5	0	33
26772	14	21	29	7	1	17
116238	278	385	352	143	15	452
284086	96	136	121	112	11	321
9618	1352	1731	1462	895	64	2216
55731	848	1071	1060	659	60	1722
26284	2532	3067	2852	1415	116	3573
2319	2748	3077	3007	2564	230	7470
147015	339	466	421	355	33	902
57649	2249	2863	2577	1633	116	4388
101927018	47	52	54	11	0	60
124925	15	6	18	6	3	34
399687	2056	2305	2220	2106	186	5947
9220	241	232	237	245	19	638
57532	10364	13306	10969	5426	491	13449
100616122	38	38	30	30	5	132
57551	11084	14618	13067	6562	601	17593
116236	446	668	538	480	38	1165
90313	777	832	722	687	60	1802
28964	2061	2405	2290	1283	122	3614
124930	355	339	342	199	23	544
84940	112	178	128	130	12	367
85464	1795	2295	2039	1305	106	3516
374786	50	60	65	38	3	103
84081	3065	3857	3597	1400	135	4201
6532	16	12	13	5	0	28
642	2639	3145	2747	1348	121	3761
1362	7770	9783	7956	5157	445	12959
9527	2752	3781	3121	1626	136	4265
107133515	1553	1904	1636	1037	74	2587
6459	14	32	39	13	0	46
105371723	12	14	21	9	1	30
440423	825	1153	1006	542	53	1652
51379	1252	1699	1442	751	70	2031
79915	2315	3173	2855	1463	128	4048
79736	638	716	709	342	25	997
55803	29	12	38	10	2	25
84282	232	342	280	195	9	544
107984974	1721	1939	2222	986	111	3020
646030	6	18	17	6	1	26
105371722	11	20	21	27	0	61
4763	8341	11182	9966	5425	515	15009
101927057	10	11	22	3	1	18
4974	24	20	33	12	1	51
2124	40	53	44	19	2	83
2123	69	118	113	34	4	110
84440	153	172	162	101	7	333
55352	1748	2035	1916	848	65	2265
55813	3307	4175	3728	1530	126	3986
23512	6869	9106	7598	4224	383	10761
114659	420	442	421	247	31	653
6458	44	38	47	40	4	135
107985082	42	54	60	29	2	103
105371730	27	37	32	27	1	85
55288	1737	2348	1892	1125	75	2732
503640	14	24	29	8	2	17
162494	124	138	156	215	24	691
64149	1116	1447	1300	692	60	1765
693217	59	97	113	45	2	148
7756	9782	12649	11333	5507	480	14093
5717	7934	9892	8769	4117	364	11047
8851	212	300	215	118	9	286
4642	27	47	34	24	0	66
26022	797	1068	965	600	62	1626
6347	3151	3879	3377	4392	390	9708
10693	25	48	29	22	3	55
91603	534	589	565	316	32	883
3980	1708	2139	1922	732	68	2119
117584	524	698	600	376	45	1110
100529207	396	500	431	297	28	852
5892	945	1248	1140	505	28	1523
54752	32	40	36	19	2	59
54475	1115	1197	1158	398	48	1094
105371932	17	16	19	10	0	23
162394	381	466	418	349	46	967
91607	439	590	485	643	78	1609
55106	1450	1831	1560	765	53	1948
146857	264	336	233	447	27	1099
105371743	134	230	181	103	10	280
5193	252	327	313	206	14	464
163	18015	22703	19726	10234	923	26884
91608	492	494	457	294	20	871
8148	8340	9300	8442	4664	445	15334
256957	6	12	19	9	1	18
100533789	27	76	54	55	8	136
201299	40	68	47	60	5	174
414059	39	41	36	34	2	89
102724862	83	81	79	72	4	192
101060321	52	70	58	48	5	133
729877	84	89	88	76	3	201
84218	51	46	42	35	2	102
100510707	11	14	11	10	1	23
9326	1572	1932	1676	969	87	2268
80179	3327	3917	3915	1999	162	5307
284098	1062	1277	1049	352	34	852
79893	4232	5487	4830	2148	223	5872
79154	513	521	491	277	27	746
107985031	93	88	84	64	3	134
79922	248	233	232	91	11	268
26574	2611	3275	2809	1006	90	2635
31	4903	5825	5236	3395	337	10003
284099	4	27	20	8	2	24
6871	723	973	831	448	50	1180
11072	2482	2908	2472	843	73	2263
11276	3456	4402	3952	2393	204	6200
11056	4316	5891	5028	2023	182	5451
102465136	17	27	25	19	1	28
105371755	18	32	35	12	2	40
105371756	92	124	109	59	4	156
101060351	101	122	103	96	5	245
101060376	185	226	210	167	16	515
101060389	87	93	89	74	5	217
414060	97	99	100	81	7	238
101929950	176	234	173	133	16	368
102723859	380	475	379	269	30	718
729873	78	74	93	58	4	230
440434	660	810	663	482	50	1332
84311	1673	2087	1827	907	81	2511
440435	7	10	14	6	0	25
30837	1373	1656	1402	973	93	2824
57636	4322	4910	4536	2750	204	7665
101929494	70	75	61	47	4	122
80725	23	30	28	42	2	159
100170841	369	487	398	302	21	783
105371763	8	26	16	17	3	82
4302	1835	1968	1760	2319	208	6380
105371762	18	19	30	22	2	58
284106	999	1166	1023	700	47	1865
7703	1319	1426	1290	989	74	2743
100287808	10	13	16	29	2	80
5691	3352	3864	3828	2023	178	5762
8396	4095	5109	4687	3252	277	8412
54883	1431	1814	1643	769	69	2164
9349	17808	21122	18973	7936	757	21393
109617002	5	24	18	9	1	24
619505	12	15	16	5	1	25
3927	16261	17902	16641	9439	782	25959
100505576	31	80	40	51	5	107
100131347	5	11	13	9	0	40
57125	42	60	63	84	4	241
105371768	26	27	34	16	3	52
782	464	394	417	247	23	783
6143	24321	28402	25506	11895	925	29281
342667	43	44	47	47	3	167
84961	934	1156	1090	1030	92	2828
5469	7716	9423	8161	4355	385	11457
51755	6475	7982	7276	3163	248	8312
105371770	14	13	15	5	2	36
84152	14	11	7	13	2	40
10948	1102	1254	1159	887	70	2457
8557	5	15	10	23	2	30
93210	248	261	269	313	12	861
2064	3152	3621	3603	2365	187	6727
84299	714	811	799	602	39	1602
2886	13	15	10	29	3	62
55876	153	221	230	141	10	466
94103	1470	1734	1614	1145	107	3284
5709	6989	8148	7826	4173	339	11065
9862	3291	3747	3529	2114	167	5870
102466757	12	15	9	10	0	19
101340251	21	13	10	13	1	27
7067	845	1012	937	1010	85	2890
9572	199	195	228	106	9	387
339287	4749	6059	5285	3280	287	8805
22794	6384	7597	6650	3690	331	9917
51195	602	621	610	466	36	1296
147179	3527	4392	3801	2170	169	6051
990	5408	6860	5946	2890	248	7572
5914	900	911	920	553	31	1426
105371934	55	39	63	27	2	108
101929693	25	37	31	39	2	106
125111	81	108	89	93	10	271
7153	38419	49786	43127	27959	2567	74226
3487	12067	14477	13358	6798	531	18049
107985064	28	30	39	21	0	54
84951	13	16	22	3	0	8
101059954	10	18	11	9	0	14
1236	19	40	29	26	4	73
6605	5184	6645	5676	2851	252	7301
125113	19	18	15	8	0	50
3858	1103	1129	1102	560	46	1726
147184	272	355	327	152	11	400
730755	63	77	84	0	0	7
3885	17	14	24	1	0	1
3880	90	107	96	35	3	79
3861	89	123	69	2	0	8
3868	11	17	15	0	0	3
3872	35	44	39	10	0	16
10209	17027	20921	19138	6722	571	17470
9001	48	31	40	86	11	290
3728	517	613	630	1499	108	4353
10609	897	957	996	653	60	1877
60681	5749	6790	6229	3273	250	9028
115024	2306	2674	2463	1333	146	3851
317719	14	15	14	13	3	26
55175	1087	1480	1338	563	43	1698
47	15861	18597	17717	9010	760	25180
83538	62	75	64	57	9	176
1267	5272	6157	5681	3883	311	10553
7266	4857	6147	5196	2330	188	6024
28511	1668	1928	1793	991	88	2656
201181	39	32	36	22	3	57
110806298	8	8	10	22	2	55
2648	2056	2338	2277	1247	109	3404
5878	4380	4994	4664	2534	206	7088
84514	210	245	262	200	18	559
6777	2077	2493	2274	1013	98	2960
6776	256	252	232	175	22	564
6774	5294	6452	5911	4258	398	11660
284119	40576	47024	43649	16572	1266	46323
102725238	1124	1345	1034	490	38	1186
535	1683	1977	1867	1037	83	2801
100847046	41	45	36	24	1	65
4669	396	489	508	287	23	848
108783654	200	224	186	192	15	544
3292	106	132	108	105	8	299
80347	2145	2661	2459	1696	119	4392
6945	1880	2397	2081	1121	102	2910
29893	1458	1719	1579	750	67	1929
162427	1410	1651	1491	1286	90	3714
7283	3612	4106	4075	2282	208	6255
27175	1261	1483	1255	960	88	2698
79990	330	312	314	402	26	1059
8506	1527	1777	1546	1231	119	3270
2145	1259	1498	1313	1177	117	3329
100190938	54	58	69	49	6	146
10266	87	117	100	30	4	111
84313	1324	1597	1437	741	66	1984
65266	1257	1375	1322	611	46	1663
28958	895	1101	1046	598	51	1656
124817	666	804	649	365	41	908
8678	2043	2487	2221	1277	103	3315
107985007	24	14	13	12	1	22
10197	9297	11912	10253	3720	333	9661
314	109	133	122	65	4	166
8639	86	67	75	38	5	95
100885850	536	582	553	259	21	634
80755	522	562	531	246	20	604
100885848	41	55	55	28	5	70
146923	1082	1304	1268	641	66	1939
6155	14781	16410	14974	6757	700	18914
3430	310	391	368	420	35	1221
10493	4820	5408	5113	3543	299	9742
8153	333	345	296	248	25	755
672	3885	4936	4355	2903	276	7755
10230	179	203	194	175	15	404
101929767	47	50	45	53	4	171
4077	4937	6016	5202	4329	353	11653
113277	311	371	375	163	10	536
100874261	56	67	70	49	3	110
6066	52	77	37	11	0	28
100130581	17	39	43	31	6	100
379	462	464	430	215	31	639
1659	3239	4086	3814	2308	173	6163
2118	356	383	411	353	32	908
1845	3062	3860	3368	1377	110	3485
4356	650	822	762	199	8	672
4355	681	806	703	652	47	1835
162417	45	49	52	52	4	120
84336	671	747	753	492	35	1329
124801	3085	4080	3265	1342	107	3230
92579	1376	1676	1515	821	81	2284
10014	704	831	748	595	52	1825
78995	647	740	670	396	22	1165
92591	137	160	165	131	10	364
339201	246	336	298	243	13	584
79089	1375	1747	1452	1227	88	3287
56970	3002	3421	3205	1796	149	5025
101926967	84	86	63	85	4	236
7343	5765	6832	6219	3239	265	9266
101926996	18	21	7	14	1	49
10900	12	15	12	3	0	25
51629	3080	3398	3155	1751	147	4777
2896	4930	5685	5440	4322	348	11557
284069	501	661	561	604	46	1460
3674	58	61	47	95	5	275
23131	4204	5272	4928	2617	203	7561
2535	2391	2891	2586	1781	127	4312
284071	302	494	375	233	20	560
124808	1806	2237	2010	853	90	2468
105371792	139	200	181	64	6	223
80174	1696	2060	1962	1318	109	3608
107985044	118	158	101	63	4	197
4185	157	182	136	136	10	381
10052	6864	8639	7877	3515	294	9862
51751	16	31	22	17	1	39
9343	7379	9142	8467	4242	347	11252
388389	32	31	28	46	3	108
2670	9	16	13	30	3	83
105371793	37	40	54	27	1	68
146909	2885	3553	3353	1997	183	5930
102466734	16	12	15	11	0	25
10882	374	338	298	446	43	1368
79877	533	558	573	479	28	1248
4836	6320	7373	6842	3923	290	10746
113026	1531	1842	1695	1424	121	3670
79777	148	138	146	193	14	595
10614	2419	2892	2537	2194	211	6502
124790	99	101	102	85	6	235
112268203	8	8	11	10	0	23
105371795	59	56	62	58	8	181
752	213	267	242	282	22	823
107985040	32	38	31	42	4	128
100133991	98	107	87	59	5	166
9020	868	1021	1052	544	36	1523
201176	142	137	118	136	13	349
9842	978	1095	1122	845	66	2440
100423004	37	46	42	29	1	73
105369225	44	59	50	35	3	102
55073	281	399	343	288	21	798
105376839	30	59	45	30	1	72
644172	69	47	94	30	3	166
147081	435	631	563	532	37	1337
104909134	87	108	85	77	5	177
4137	21	21	19	16	1	51
284058	2292	2952	2678	1662	142	4596
107985027	73	110	128	56	5	181
644246	21	39	43	30	2	99
100506084	369	446	488	257	23	805
9884	455	586	615	312	37	976
107987254	73	80	87	43	4	187
728806	484	616	539	262	27	759
51326	1051	1364	1289	765	69	2158
474170	841	1078	1034	576	52	1706
644297	51	59	65	32	3	144
4905	4609	5797	4978	2419	198	6068
7473	260	297	247	197	16	457
9570	2647	3296	2949	1204	97	3263
101927060	532	626	606	505	42	1397
996	8327	10768	8767	4571	379	10538
3690	641	699	720	504	44	1243
124989	170	197	227	114	15	458
653479	147	161	164	75	6	222
9520	5514	7131	6155	4038	368	10918
112268184	1384	1789	1464	837	79	2316
3837	44597	55053	49293	19040	1680	52064
9755	339	400	402	194	23	636
114881	422	524	454	472	41	1261
124995	1158	1423	1265	741	40	1916
90506	50	67	59	47	6	133
90507	462	456	447	495	51	1262
80320	23	23	20	17	1	33
102724532	40	44	39	36	5	101
6668	1219	1347	1289	672	52	1807
100506325	61	78	68	37	2	91
55163	1042	1336	1220	644	61	1562
80279	2244	2747	2389	1923	183	5555
51226	235	293	244	131	17	368
4779	9347	10725	9705	6193	513	16272
10951	12804	15625	13583	5735	545	15911
29916	1047	1236	1096	595	61	1569
3212	900	1006	853	657	59	1646
100874362	205	242	205	194	22	528
3213	942	1253	1066	1103	101	2753
3214	164	165	164	187	11	491
3215	16	15	20	19	0	45
3216	11	9	11	7	0	13
10241	2467	3081	2678	1744	161	4707
105371814	159	218	166	92	11	247
516	1189	1425	1331	688	74	1875
65264	6957	8577	7634	4082	356	10563
11267	2518	3081	2747	1665	153	4620
10642	3628	4541	4207	1729	125	4894
2793	12	17	10	4	1	13
51225	15	7	15	7	1	43
22834	1101	1418	1194	664	44	1764
102724596	14	18	17	7	1	31
5245	5725	6780	6432	2877	237	8120
4804	17	15	16	15	0	25
11248	12	16	8	34	3	69
8405	1978	2549	2320	1603	150	4642
107984999	12	9	13	5	0	13
10237	1785	2248	1892	775	62	1839
81558	121	139	129	184	16	488
11143	3290	4073	3706	1841	132	4909
255061	13	13	6	4	0	14
729220	4	12	13	3	0	12
284080	30	36	30	21	1	35
3675	15551	17447	16274	8386	673	23172
5164	501	673	547	703	58	1944
201191	239	263	242	371	25	974
84687	2909	3135	3025	1865	155	5731
6442	4	10	13	1	0	10
1277	142960	160872	152643	75275	5743	217413
101927230	10	10	12	4	1	22
105371822	11	14	12	8	0	12
162461	19	14	23	12	0	46
103752589	14	20	8	8	3	27
64132	985	1134	1079	807	56	2369
51264	1336	1565	1458	711	60	1955
